id,city,area,property_type,bedrooms,bathrooms,nightly_price_usd,review_score,occupancy_rate,distance_to_beach_km,distance_to_airport_km,num_reviews,amenities,annual_revenue_usd,property_price_usd,roi_pct,investment_score,latitude,longitude
MLD0112,Maldives,Ari Atoll,Overwater Bungalow,2,2,639,4.25,0.89,0.0,2.1,418,Glass Floor|Snorkeling Gear|Outdoor Shower|Butler Service|AC|Direct Lagoon Access|Kayak|Sun Deck|Private Pool,155684,2624288,5.93,90,6.5906,74.4881
MLD0113,Maldives,Baa Atoll,Water Villa,2,2,722,4.69,0.8,0.0,1.6,142,Outdoor Shower|Snorkeling Gear|Private Pool|Kayak|Sun Deck,158118,2770910,5.71,91,3.589,73.3851
MLD0114,Maldives,Lhaviyani Atoll,Water Villa,2,2,647,4.5,0.85,0.0,2.9,481,AC|Direct Lagoon Access|Snorkeling Gear|Sun Deck|Private Pool|Butler Service|Outdoor Shower|Kayak|Glass Floor,150549,2450348,6.14,93,6.1238,75.3833
MLD0115,Maldives,Addu Atoll,Sunset Villa,2,2,374,4.33,0.89,0.0,2.2,483,Outdoor Shower|Glass Floor|Private Pool|Butler Service|Kayak|AC|WiFi|Direct Lagoon Access|Sun Deck,91120,1664889,5.47,88,4.3643,75.3121
MLD0116,Maldives,Vaavu Atoll,Beach Villa,3,3,321,4.41,0.73,0.0,1.3,90,Outdoor Shower|WiFi|Kayak|Private Pool|AC|Sun Deck,64148,998062,6.43,91,3.8402,72.643
MLD0117,Maldives,Vaavu Atoll,Sunset Villa,2,2,478,4.59,0.58,0.0,0.8,332,Snorkeling Gear|Sun Deck|AC|Butler Service|Outdoor Shower,75894,1164349,6.52,91,6.2881,72.8768
MLD0118,Maldives,Vaavu Atoll,Garden Room,1,1,215,4.22,0.64,0.0,3.1,33,Kayak|Butler Service|AC|WiFi|Snorkeling Gear|Glass Floor,37668,655239,5.75,84,2.5108,75.7845
MLD0119,Maldives,Lhaviyani Atoll,Sunset Villa,3,3,539,4.88,0.76,0.0,2.5,233,Snorkeling Gear|Outdoor Shower|Butler Service|Kayak|WiFi|Private Pool|AC|Direct Lagoon Access,112139,2053453,5.46,90,3.6263,74.9958
MLD0120,Maldives,Ari Atoll,Overwater Bungalow,3,3,642,4.23,0.56,0.0,0.6,438,Butler Service|Kayak|Outdoor Shower|WiFi|Snorkeling Gear|Sun Deck|Direct Lagoon Access,98419,1689228,5.83,83,5.9701,74.7137
MLD0121,Maldives,Lhaviyani Atoll,Water Villa,2,2,619,4.58,0.87,0.0,1.5,516,AC|Sun Deck|Outdoor Shower|Direct Lagoon Access|Snorkeling Gear,147423,2518438,5.85,92,7.4587,75.6357
MLD0122,Maldives,Vaavu Atoll,Water Villa,2,2,603,4.89,0.69,0.0,3.1,485,Butler Service|Outdoor Shower|WiFi|Private Pool|Glass Floor|Kayak,113899,1799690,6.33,94,3.9615,72.7125
MLD0123,Maldives,Baa Atoll,Overwater Bungalow,2,2,762,4.53,0.63,0.0,1.0,594,Outdoor Shower|Kayak|Sun Deck|Direct Lagoon Access|AC|Private Pool|Glass Floor|WiFi|Butler Service,131416,2366101,5.55,85,7.8374,74.7141
MLD0124,Maldives,Addu Atoll,Overwater Bungalow,2,2,466,4.58,0.69,0.0,3.2,575,Snorkeling Gear|Butler Service|Glass Floor|AC|Private Pool|Sun Deck|Outdoor Shower|WiFi|Direct Lagoon Access,88022,1357186,6.49,93,4.9291,73.8782
MLD0125,Maldives,Ari Atoll,Beach Villa,2,2,455,4.57,0.73,0.0,0.7,310,Snorkeling Gear|Butler Service|Glass Floor|AC|Direct Lagoon Access|Sun Deck|Outdoor Shower,90926,1519416,5.98,90,3.6969,73.2373
MLD0126,Maldives,South Male Atoll,Overwater Bungalow,1,1,522,4.81,0.7,0.0,2.3,522,Glass Floor|Kayak|Snorkeling Gear|AC|WiFi|Sun Deck|Direct Lagoon Access|Private Pool|Outdoor Shower,100028,1743019,5.74,90,6.7552,74.382
MLD0127,Maldives,South Male Atoll,Sunset Villa,2,2,522,4.5,0.77,0.0,1.8,426,Snorkeling Gear|Glass Floor|Direct Lagoon Access|Private Pool|AC|Outdoor Shower,110031,1961901,5.61,88,8.1229,73.1822
MLD0128,Maldives,Vaavu Atoll,Garden Room,1,1,178,4.7,0.66,0.0,0.3,502,WiFi|Sun Deck|Direct Lagoon Access|AC|Kayak|Outdoor Shower|Private Pool|Glass Floor,32160,577662,5.57,88,3.5883,76.2171
MLD0129,Maldives,North Male Atoll,Water Villa,2,2,959,4.81,0.62,0.0,1.0,116,AC|Outdoor Shower|Glass Floor|Snorkeling Gear|Private Pool,162766,2724306,5.97,90,3.2047,73.7217
MLD0130,Maldives,Baa Atoll,Water Villa,3,3,795,4.33,0.62,0.0,2.8,155,Butler Service|AC|Outdoor Shower|Sun Deck|Kayak,134931,2099165,6.43,89,2.1992,75.0174
MLD0131,Maldives,Ari Atoll,Garden Room,1,1,297,4.46,0.59,0.0,2.1,276,Direct Lagoon Access|AC|Kayak|Snorkeling Gear|Sun Deck|Outdoor Shower|Glass Floor,47969,864458,5.55,84,7.4884,74.9901
MLD0132,Maldives,Noonu Atoll,Water Villa,3,3,623,4.63,0.58,0.0,2.4,161,AC|Glass Floor|WiFi|Sun Deck|Butler Service|Outdoor Shower|Private Pool|Snorkeling Gear,98917,1722836,5.74,87,8.7552,73.5416
MLD0133,Maldives,Lhaviyani Atoll,Overwater Bungalow,1,1,513,4.64,0.8,0.0,2.8,496,Kayak|AC|WiFi|Butler Service|Sun Deck|Direct Lagoon Access|Outdoor Shower,112347,1757758,6.39,94,3.8323,74.5504
MLD0134,Maldives,Vaavu Atoll,Water Villa,1,1,570,4.89,0.72,0.0,2.8,38,Butler Service|WiFi|Outdoor Shower|Kayak|AC|Direct Lagoon Access,112347,1902641,5.9,92,7.4116,73.8307
MLD0135,Maldives,Ari Atoll,Sunset Villa,2,2,643,4.42,0.74,0.0,0.9,539,Kayak|Private Pool|WiFi|Butler Service|AC|Glass Floor,130256,2160307,6.03,89,4.2272,73.5668
MLD0136,Maldives,Addu Atoll,Garden Room,3,3,205,4.33,0.83,0.0,3.4,506,AC|Butler Service|Kayak|WiFi|Sun Deck|Snorkeling Gear,46579,701775,6.64,94,6.8932,73.5116
MLD0137,Maldives,Baa Atoll,Sunset Villa,2,2,543,4.52,0.88,0.0,0.2,240,Glass Floor|Outdoor Shower|Private Pool|AC|Kayak|Butler Service,130809,2218471,5.9,92,5.5098,75.9935
MLD0138,Maldives,Lhaviyani Atoll,Beach Villa,1,1,368,4.75,0.79,0.0,2.4,593,WiFi|Direct Lagoon Access|Snorkeling Gear|Butler Service|Glass Floor|AC,79585,1443761,5.51,90,7.7616,72.6679
MLD0139,Maldives,North Male Atoll,Sunset Villa,1,1,669,4.52,0.66,0.0,1.7,529,AC|Private Pool|Outdoor Shower|Kayak|Sun Deck|Butler Service,120872,1967874,6.14,89,5.0263,76.417
MLD0140,Maldives,South Male Atoll,Water Villa,3,3,631,4.94,0.72,0.0,2.3,197,Sun Deck|Direct Lagoon Access|Private Pool|Snorkeling Gear|WiFi|AC|Kayak|Glass Floor|Outdoor Shower,124370,2209716,5.63,91,4.5232,74.2217
MLD0141,Maldives,Ari Atoll,Beach Villa,3,3,443,4.5,0.87,0.0,2.9,75,Butler Service|Private Pool|WiFi|Glass Floor|Kayak|Sun Deck|Direct Lagoon Access|AC,105506,1620924,6.51,95,2.7569,74.2115
MLD0142,Maldives,Baa Atoll,Sunset Villa,2,2,554,4.7,0.6,0.0,1.9,498,Snorkeling Gear|Kayak|Sun Deck|WiFi|Outdoor Shower,90994,1367100,6.66,93,4.2162,75.2088
MLD0143,Maldives,Vaavu Atoll,Overwater Bungalow,3,3,498,4.98,0.86,0.0,1.4,462,AC|Direct Lagoon Access|Snorkeling Gear|Glass Floor|Private Pool,117242,1776406,6.6,100,7.9194,76.1449
MLD0144,Maldives,South Male Atoll,Garden Room,1,1,263,4.3,0.9,0.0,1.1,19,Sun Deck|Snorkeling Gear|Glass Floor|Butler Service|WiFi,64797,1128376,5.74,89,8.3562,73.4427
MLD0145,Maldives,Addu Atoll,Overwater Bungalow,3,3,505,4.45,0.89,0.0,1.1,190,Snorkeling Gear|Glass Floor|Private Pool|Butler Service|Kayak|WiFi|Outdoor Shower|Direct Lagoon Access,123037,2236581,5.5,89,2.3748,75.3371
MLD0146,Maldives,Noonu Atoll,Sunset Villa,2,2,500,4.58,0.63,0.0,2.5,460,WiFi|Kayak|Sun Deck|Outdoor Shower|Glass Floor|Direct Lagoon Access|Butler Service|AC|Snorkeling Gear,86231,1348311,6.4,91,5.8699,73.513
MLD0147,Maldives,South Male Atoll,Beach Villa,2,2,477,4.22,0.62,0.0,1.0,193,AC|Sun Deck|Glass Floor|Snorkeling Gear|Direct Lagoon Access,80959,1326127,6.1,86,3.6291,74.4654
MLD0148,Maldives,South Male Atoll,Garden Room,3,3,267,4.77,0.75,0.0,0.5,208,Direct Lagoon Access|Glass Floor|AC|Sun Deck|Outdoor Shower|WiFi|Kayak,54818,949081,5.78,91,3.1649,75.6455
MLD0149,Maldives,South Male Atoll,Beach Villa,1,1,389,4.53,0.67,0.0,3.0,317,Sun Deck|WiFi|AC|Outdoor Shower|Kayak|Snorkeling Gear|Private Pool,71347,1100300,6.48,92,5.9595,73.0682
MLD0150,Maldives,Ari Atoll,Sunset Villa,3,3,621,4.92,0.7,0.0,1.8,171,AC|Butler Service|Snorkeling Gear|Outdoor Shower|Glass Floor|Direct Lagoon Access,118999,2152860,5.53,90,5.6469,74.4504
MLD0151,Maldives,Baa Atoll,Water Villa,3,3,860,4.75,0.59,0.0,2.9,158,Kayak|Outdoor Shower|WiFi|Direct Lagoon Access|Butler Service|Snorkeling Gear|AC|Sun Deck,138901,2285155,6.08,90,2.5064,75.6447
MLD0152,Maldives,Lhaviyani Atoll,Water Villa,3,3,693,4.28,0.77,0.0,3.1,15,AC|Glass Floor|WiFi|Snorkeling Gear|Sun Deck|Outdoor Shower|Kayak,146076,2623405,5.57,86,8.7036,75.9708
MLD0153,Maldives,Addu Atoll,Overwater Bungalow,2,2,383,4.5,0.84,0.0,1.4,272,Butler Service|Glass Floor|WiFi|Private Pool|AC|Direct Lagoon Access|Sun Deck,88071,1497662,5.88,91,6.2442,73.9601
MLD0154,Maldives,Lhaviyani Atoll,Water Villa,1,1,807,4.6,0.71,0.0,3.5,525,Outdoor Shower|Kayak|AC|WiFi|Sun Deck|Direct Lagoon Access|Glass Floor,156851,2610785,6.01,90,3.2488,74.5523
MLD0155,Maldives,Vaavu Atoll,Water Villa,1,1,657,4.82,0.83,0.0,2.5,491,Snorkeling Gear|Butler Service|AC|Glass Floor|Kayak,149279,2365683,6.31,96,8.0346,76.0738
MLD0156,Maldives,North Male Atoll,Garden Room,3,3,272,4.3,0.89,0.0,3.1,560,Snorkeling Gear|WiFi|Outdoor Shower|Private Pool|Glass Floor|AC|Butler Service|Direct Lagoon Access,66269,1191348,5.56,88,8.2046,74.6667
MLD0157,Maldives,Noonu Atoll,Garden Room,2,2,230,4.64,0.57,0.0,2.7,433,Glass Floor|Butler Service|Direct Lagoon Access|Sun Deck|AC,35889,598788,5.99,88,6.534,74.5106
MLD0158,Maldives,Baa Atoll,Beach Villa,3,3,489,4.34,0.65,0.0,0.7,580,Kayak|Snorkeling Gear|Direct Lagoon Access|Sun Deck|Glass Floor|Butler Service|WiFi,87011,1361915,6.39,89,8.8108,73.1125
MLD0159,Maldives,Lhaviyani Atoll,Overwater Bungalow,1,1,558,4.67,0.76,0.0,0.7,198,AC|Kayak|Glass Floor|Sun Deck|Direct Lagoon Access,116092,2048527,5.67,90,7.4964,73.4493
MLD0160,Maldives,Noonu Atoll,Garden Room,1,1,206,4.95,0.84,0.0,2.5,33,AC|Kayak|Snorkeling Gear|Sun Deck|Outdoor Shower|Butler Service|WiFi|Glass Floor,47370,723535,6.55,99,4.9278,74.7372
MLD0161,Maldives,Baa Atoll,Overwater Bungalow,3,3,634,4.56,0.76,0.0,1.3,392,Outdoor Shower|Kayak|Glass Floor|Sun Deck|Private Pool|WiFi|AC|Butler Service,131904,2321926,5.68,89,7.8831,73.7944
MLD0162,Maldives,North Male Atoll,Sunset Villa,2,2,744,4.28,0.84,0.0,0.7,351,Sun Deck|AC|Glass Floor|Butler Service|WiFi,171083,2613536,6.55,93,6.4924,74.3877
MLD0163,Maldives,South Male Atoll,Overwater Bungalow,3,3,673,4.49,0.65,0.0,1.9,99,Sun Deck|Direct Lagoon Access|Butler Service|Outdoor Shower|WiFi,119752,1978282,6.05,88,4.411,75.275
MLD0164,Maldives,Vaavu Atoll,Sunset Villa,3,3,485,4.88,0.89,0.0,1.1,348,Direct Lagoon Access|Outdoor Shower|WiFi|Snorkeling Gear|Sun Deck|Kayak,118164,2054515,5.75,94,4.7598,75.2083
MLD0165,Maldives,South Male Atoll,Beach Villa,3,3,417,5.0,0.81,0.0,3.3,29,AC|Glass Floor|Outdoor Shower|Private Pool|Snorkeling Gear|WiFi|Butler Service|Sun Deck|Direct Lagoon Access,92465,1644327,5.62,93,8.3203,75.7577
MLD0166,Maldives,North Male Atoll,Beach Villa,2,2,519,4.4,0.68,0.0,0.3,215,Butler Service|WiFi|Snorkeling Gear|Sun Deck|AC|Kayak|Glass Floor|Outdoor Shower,96612,1617927,5.97,88,5.5354,74.601
MLD0167,Maldives,Noonu Atoll,Sunset Villa,1,1,565,4.93,0.61,0.0,1.4,556,Butler Service|Snorkeling Gear|WiFi|Direct Lagoon Access|Private Pool|AC,94348,1548551,6.09,92,4.5237,75.694
MLD0168,Maldives,North Male Atoll,Beach Villa,3,3,529,4.66,0.85,0.0,2.9,320,Direct Lagoon Access|AC|Sun Deck|Kayak|Glass Floor|Outdoor Shower|WiFi,123092,1900627,6.48,96,6.9974,74.2417
MLD0169,Maldives,Baa Atoll,Garden Room,2,2,263,4.24,0.72,0.0,1.4,394,Snorkeling Gear|AC|Private Pool|Direct Lagoon Access|Kayak|Glass Floor,51837,821014,6.31,89,6.8627,75.5779
MLD0170,Maldives,North Male Atoll,Garden Room,3,3,277,4.24,0.85,0.0,0.2,220,Outdoor Shower|Private Pool|Glass Floor|Snorkeling Gear|Kayak|Direct Lagoon Access,64454,1168145,5.52,87,6.3933,73.7874
MLD0171,Maldives,Addu Atoll,Sunset Villa,1,1,374,4.21,0.63,0.0,0.7,133,Butler Service|Sun Deck|Direct Lagoon Access|Glass Floor|Outdoor Shower,64501,1099133,5.87,84,3.1658,74.6145
MLD0172,Maldives,Vaavu Atoll,Sunset Villa,2,2,462,4.44,0.56,0.0,0.3,271,Outdoor Shower|Snorkeling Gear|Sun Deck|Private Pool|WiFi|Butler Service|Glass Floor,70825,1068595,6.63,90,7.1739,73.772
MLD0173,Maldives,South Male Atoll,Garden Room,1,1,261,4.55,0.71,0.0,1.9,373,Outdoor Shower|Kayak|Sun Deck|Glass Floor|Private Pool,50729,881506,5.75,88,3.9145,72.9863
MLD0174,Maldives,Noonu Atoll,Water Villa,1,1,671,4.46,0.7,0.0,2.3,291,WiFi|Snorkeling Gear|Direct Lagoon Access|AC|Outdoor Shower|Sun Deck|Kayak|Private Pool,128580,2140482,6.01,89,6.342,74.6768
MLD0175,Maldives,Noonu Atoll,Overwater Bungalow,1,1,590,4.76,0.74,0.0,2.4,491,Butler Service|Private Pool|Kayak|WiFi|Direct Lagoon Access|AC,119519,2140808,5.58,90,5.0259,74.1511
MLD0176,Maldives,North Male Atoll,Overwater Bungalow,3,3,809,4.67,0.57,0.0,3.1,186,WiFi|AC|Outdoor Shower|Glass Floor|Direct Lagoon Access|Snorkeling Gear,126234,1906463,6.62,92,7.2388,75.5352
MLD0177,Maldives,Baa Atoll,Sunset Villa,1,1,716,4.24,0.76,0.0,1.6,323,AC|Direct Lagoon Access|Butler Service|Private Pool|Snorkeling Gear|Sun Deck,148964,2398635,6.21,89,2.6322,74.7506
MLD0178,Maldives,Addu Atoll,Water Villa,2,2,537,4.28,0.76,0.0,2.6,427,AC|Private Pool|Sun Deck|Butler Service|Glass Floor|Snorkeling Gear|Kayak|Outdoor Shower|WiFi,111723,1961587,5.7,86,8.3376,74.1379
MLD0179,Maldives,North Male Atoll,Sunset Villa,2,2,767,4.89,0.65,0.0,0.7,77,Sun Deck|Butler Service|Kayak|Private Pool|Outdoor Shower|Glass Floor|Direct Lagoon Access|AC|Snorkeling Gear,136478,2245240,6.08,92,4.8133,74.8029
MLD0180,Maldives,South Male Atoll,Garden Room,2,2,246,4.8,0.73,0.0,0.5,490,Sun Deck|Glass Floor|Butler Service|Outdoor Shower|WiFi|Private Pool|Kayak|Direct Lagoon Access,49160,878045,5.6,90,4.1684,76.3852
MLD0181,Maldives,Lhaviyani Atoll,Beach Villa,2,2,372,4.97,0.58,0.0,1.0,537,AC|Direct Lagoon Access|Glass Floor|Snorkeling Gear|Kayak|WiFi|Sun Deck|Private Pool|Butler Service,59064,895131,6.6,95,6.9358,75.9012
MLD0182,Maldives,Baa Atoll,Beach Villa,1,1,480,4.94,0.76,0.0,2.3,265,Direct Lagoon Access|Outdoor Shower|WiFi|Glass Floor|Private Pool,99864,1779383,5.61,92,4.0776,73.9171
MLD0183,Maldives,Ari Atoll,Water Villa,1,1,875,4.92,0.89,0.0,3.2,393,AC|Glass Floor|WiFi|Outdoor Shower|Direct Lagoon Access|Butler Service|Snorkeling Gear,213183,3288257,6.48,99,7.7661,74.1394
MLD0184,Maldives,Baa Atoll,Sunset Villa,3,3,723,4.58,0.74,0.0,1.9,156,Outdoor Shower|Private Pool|Snorkeling Gear|Direct Lagoon Access|Sun Deck,146462,2354004,6.22,92,2.5252,76.0826
MLD0185,Maldives,North Male Atoll,Beach Villa,1,1,573,4.31,0.82,0.0,2.3,229,AC|Private Pool|Glass Floor|Snorkeling Gear|Butler Service|Direct Lagoon Access|Outdoor Shower|WiFi,128624,2104779,6.11,90,3.7781,75.9389
MLD0186,Maldives,Vaavu Atoll,Sunset Villa,2,2,477,4.64,0.76,0.0,0.5,359,Glass Floor|Direct Lagoon Access|WiFi|AC|Kayak|Butler Service|Outdoor Shower|Private Pool|Sun Deck,99240,1645373,6.03,92,3.3559,73.3335
MLD0187,Maldives,Vaavu Atoll,Sunset Villa,2,2,472,4.93,0.69,0.0,0.9,446,AC|Sun Deck|WiFi|Private Pool|Butler Service,89155,1530122,5.83,92,8.0983,75.4933
MLD0188,Maldives,North Male Atoll,Sunset Villa,1,1,750,4.63,0.81,0.0,0.7,312,Snorkeling Gear|Glass Floor|Direct Lagoon Access|Private Pool|WiFi,166303,2687609,6.19,93,4.7268,74.5452
MLD0189,Maldives,Baa Atoll,Water Villa,2,2,948,4.9,0.6,0.0,0.8,209,Outdoor Shower|Sun Deck|Direct Lagoon Access|Kayak|WiFi|Glass Floor|Snorkeling Gear|Butler Service,155709,2521261,6.18,92,4.0352,74.9591
MLD0190,Maldives,Baa Atoll,Beach Villa,1,1,549,4.97,0.78,0.0,3.0,58,AC|Sun Deck|Butler Service|WiFi|Outdoor Shower|Kayak,117225,1963598,5.97,95,3.4583,74.5988
MLD0191,Maldives,Noonu Atoll,Sunset Villa,1,1,503,4.79,0.63,0.0,1.4,563,Butler Service|AC|Kayak|Private Pool|Sun Deck|Direct Lagoon Access|WiFi|Glass Floor|Outdoor Shower,86749,1406498,6.17,91,8.7161,74.2758
MLD0192,Maldives,Addu Atoll,Beach Villa,2,2,339,4.8,0.64,0.0,2.1,497,Outdoor Shower|WiFi|Kayak|Sun Deck|Snorkeling Gear,59393,1067946,5.56,88,5.3264,76.2805
MLD0193,Maldives,Vaavu Atoll,Water Villa,1,1,549,4.26,0.86,0.0,3.0,78,Private Pool|Direct Lagoon Access|WiFi|AC|Glass Floor|Butler Service|Sun Deck,129248,2366354,5.46,87,6.7558,76.2468
MLD0194,Maldives,North Male Atoll,Garden Room,1,1,329,4.88,0.75,0.0,1.5,410,Glass Floor|Butler Service|Snorkeling Gear|Kayak|Direct Lagoon Access|Outdoor Shower,67548,1223645,5.52,91,5.0248,74.6553
MLD0195,Maldives,Ari Atoll,Beach Villa,2,2,448,4.65,0.71,0.0,0.4,165,Snorkeling Gear|WiFi|Butler Service|Kayak|Private Pool,87074,1562122,5.57,88,5.1108,74.8558
MLD0196,Maldives,Ari Atoll,Garden Room,1,1,232,4.2,0.64,0.0,2.5,492,AC|Private Pool|Direct Lagoon Access|WiFi|Butler Service|Outdoor Shower|Sun Deck,40646,623130,6.52,88,8.3622,73.3601
MLD0197,Maldives,Ari Atoll,Garden Room,2,2,237,4.35,0.55,0.0,2.7,359,Sun Deck|Glass Floor|Butler Service|Private Pool|AC,35683,639325,5.58,83,6.2991,73.2528
MLD0198,Maldives,Lhaviyani Atoll,Overwater Bungalow,2,2,561,4.58,0.88,0.0,1.0,240,Direct Lagoon Access|Glass Floor|Outdoor Shower|WiFi|Kayak|Snorkeling Gear|Butler Service,135145,2356769,5.73,91,5.0761,73.6914
MLD0199,Maldives,South Male Atoll,Overwater Bungalow,3,3,592,4.26,0.83,0.0,1.0,117,Kayak|AC|Snorkeling Gear|Outdoor Shower|Sun Deck|Glass Floor|WiFi|Direct Lagoon Access|Private Pool,134510,2342901,5.74,88,2.4784,76.3204
MLD0200,Maldives,Lhaviyani Atoll,Water Villa,2,2,654,4.91,0.83,0.0,3.4,258,AC|Outdoor Shower|WiFi|Butler Service|Private Pool|Kayak|Glass Floor|Sun Deck|Direct Lagoon Access,148597,2465665,6.03,95,7.0918,73.9828
MLD0201,Maldives,Vaavu Atoll,Beach Villa,3,3,317,4.55,0.61,0.0,3.4,541,WiFi|Direct Lagoon Access|Glass Floor|Kayak|Outdoor Shower|AC|Snorkeling Gear|Butler Service,52935,811008,6.53,91,6.1245,75.0059
MLD0202,Maldives,Addu Atoll,Overwater Bungalow,3,3,455,4.73,0.59,0.0,2.0,379,Kayak|Direct Lagoon Access|Sun Deck|Private Pool|Glass Floor,73488,1172676,6.27,91,8.5812,75.5483
MLD0203,Maldives,Addu Atoll,Garden Room,3,3,206,4.23,0.65,0.0,0.8,48,AC|Glass Floor|Sun Deck|WiFi|Outdoor Shower,36655,551188,6.65,90,3.6963,75.2151
MLD0204,Maldives,Addu Atoll,Garden Room,3,3,165,4.61,0.86,0.0,2.5,111,Snorkeling Gear|Butler Service|Private Pool|AC|Sun Deck,38845,633773,6.13,94,4.6073,74.3229
MLD0205,Maldives,Lhaviyani Atoll,Garden Room,1,1,217,4.71,0.68,0.0,3.0,342,WiFi|AC|Sun Deck|Butler Service|Direct Lagoon Access|Outdoor Shower|Snorkeling Gear|Private Pool,40395,707795,5.71,89,6.2736,73.9568
MLD0206,Maldives,Vaavu Atoll,Water Villa,1,1,548,4.82,0.72,0.0,0.9,186,Sun Deck|Kayak|AC|Glass Floor|Snorkeling Gear|Butler Service,108011,1690435,6.39,95,3.1578,75.6086
MLD0207,Maldives,Vaavu Atoll,Overwater Bungalow,2,2,459,4.62,0.71,0.0,2.1,425,Kayak|Sun Deck|Snorkeling Gear|Butler Service|Outdoor Shower|Private Pool|WiFi,89212,1599022,5.58,88,8.0742,74.3043
MLD0208,Maldives,Noonu Atoll,Sunset Villa,2,2,423,4.54,0.76,0.0,2.0,369,Outdoor Shower|Snorkeling Gear|WiFi|Kayak|AC|Sun Deck,88005,1511144,5.82,89,3.0785,75.0861
MLD0209,Maldives,Noonu Atoll,Garden Room,2,2,199,4.8,0.67,0.0,2.5,327,Butler Service|AC|Private Pool|Glass Floor|Direct Lagoon Access|WiFi,36499,553308,6.6,95,4.855,75.3201
MLD0210,Maldives,Lhaviyani Atoll,Sunset Villa,3,3,496,4.84,0.77,0.0,2.1,424,Outdoor Shower|Direct Lagoon Access|Snorkeling Gear|Private Pool|Kayak|WiFi,104551,1691478,6.18,94,5.3772,74.8894
MLD0211,Maldives,Lhaviyani Atoll,Beach Villa,3,3,417,4.76,0.7,0.0,0.9,593,Sun Deck|AC|Outdoor Shower|Direct Lagoon Access|Snorkeling Gear|Private Pool|Butler Service,79908,1255603,6.36,94,2.0406,73.7038
MLD0212,Maldives,South Male Atoll,Water Villa,1,1,774,4.84,0.62,0.0,3.4,234,Private Pool|Snorkeling Gear|Butler Service|AC|Glass Floor|Kayak|Sun Deck|WiFi,131367,2190502,6.0,91,8.4189,75.3271
MLD0213,Maldives,Ari Atoll,Beach Villa,2,2,485,4.27,0.63,0.0,0.2,504,Butler Service|Private Pool|WiFi|Direct Lagoon Access|Sun Deck|Glass Floor,83644,1454326,5.75,84,4.4111,75.6466
MLD0214,Maldives,Vaavu Atoll,Garden Room,3,3,190,4.86,0.6,0.0,0.8,277,Kayak|Snorkeling Gear|Outdoor Shower|Direct Lagoon Access|WiFi|AC|Sun Deck|Butler Service|Glass Floor,31208,503580,6.2,92,4.8594,73.8948
MLD0215,Maldives,Noonu Atoll,Water Villa,2,2,712,4.28,0.67,0.0,3.0,339,AC|Snorkeling Gear|Kayak|WiFi|Butler Service|Private Pool|Direct Lagoon Access,130590,1987927,6.57,90,8.5964,76.4453
MLD0216,Maldives,Ari Atoll,Sunset Villa,3,3,513,4.43,0.68,0.0,2.8,243,Direct Lagoon Access|Sun Deck|Glass Floor|WiFi|Butler Service|Private Pool,95495,1622118,5.89,87,6.5106,75.53
MLD0217,Maldives,Noonu Atoll,Sunset Villa,1,1,438,4.87,0.8,0.0,2.1,185,WiFi|Private Pool|Glass Floor|Kayak|Snorkeling Gear|AC|Outdoor Shower|Sun Deck,95922,1723314,5.57,92,6.9021,73.3068
MLD0218,Maldives,North Male Atoll,Sunset Villa,2,2,661,4.6,0.57,0.0,3.4,76,Private Pool|AC|Glass Floor|Outdoor Shower|Sun Deck|Direct Lagoon Access|Kayak|Butler Service|WiFi,103141,1591320,6.48,91,6.8822,74.5249
MLD0219,Maldives,Lhaviyani Atoll,Sunset Villa,2,2,463,4.94,0.85,0.0,1.9,415,Kayak|Glass Floor|Outdoor Shower|AC|Direct Lagoon Access,107734,1698226,6.34,98,2.8514,73.9536
MLD0220,Maldives,Ari Atoll,Garden Room,2,2,241,4.61,0.89,0.0,2.1,16,WiFi|AC|Snorkeling Gear|Kayak|Outdoor Shower|Glass Floor|Direct Lagoon Access|Butler Service|Sun Deck,58717,1054935,5.57,91,6.5562,74.401
MLD0221,Maldives,North Male Atoll,Water Villa,3,3,996,4.58,0.85,0.0,1.2,209,Direct Lagoon Access|Kayak|Outdoor Shower|AC|Sun Deck,231757,3575866,6.48,95,7.9872,74.8497
MLD0222,Maldives,Ari Atoll,Sunset Villa,1,1,653,4.95,0.57,0.0,1.9,423,Private Pool|Glass Floor|Direct Lagoon Access|Butler Service|Kayak|AC,101892,1655733,6.15,92,6.381,75.6744
MLD0223,Maldives,Addu Atoll,Garden Room,2,2,168,4.65,0.8,0.0,0.6,450,Butler Service|AC|Kayak|Private Pool|Glass Floor|Sun Deck|Direct Lagoon Access|WiFi,36792,651717,5.65,90,6.2428,76.2981
MLD0224,Maldives,Lhaviyani Atoll,Garden Room,1,1,228,4.29,0.73,0.0,0.5,357,WiFi|Outdoor Shower|Snorkeling Gear|Direct Lagoon Access|Butler Service|Private Pool,45563,830693,5.48,85,2.2708,75.514
MLD0225,Maldives,Vaavu Atoll,Overwater Bungalow,3,3,504,4.49,0.57,0.0,2.3,11,Private Pool|Kayak|Sun Deck|AC|Butler Service|Glass Floor|Direct Lagoon Access,78643,1333057,5.9,86,3.9662,76.1409
MLD0226,Maldives,North Male Atoll,Overwater Bungalow,2,2,706,4.56,0.74,0.0,0.5,520,WiFi|Private Pool|AC|Outdoor Shower|Sun Deck|Direct Lagoon Access|Kayak|Butler Service,143018,2589656,5.52,87,4.6218,72.8231
